Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2024-01-01,10,Sant Martí,72,Sant Martí de Provençals,228,10119,1141
2024-01-01,10,Sant Martí,72,Sant Martí de Provençals,229,10120,1551
2024-01-01,10,Sant Martí,72,Sant Martí de Provençals,229,10121,1623
2024-01-01,10,Sant Martí,72,Sant Martí de Provençals,229,10122,1465
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,230,10123,1348
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,230,10124,1055
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,230,10125,1104
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,230,10126,1030
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,230,10127,1023
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,230,10128,1541
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,230,10129,1129
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,231,10130,1211
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,231,10131,1089
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,231,10132,1307
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,231,10133,1765
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,231,10134,1609
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,231,10135,1254
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,232,10136,1413
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,232,10137,1587
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,232,10138,2828
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,232,10139,1716
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,233,10140,1676
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,233,10141,1175
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,233,10142,1676
2024-01-01,10,Sant Martí,73,la Verneda i la Pau,233,10143,1809
